,text
26,"['얼마나취했으면 ...손가락잘린줄도 모르지?아프지도않았나?아파서술이 확 깰것같은데..한심하다  술이랑손가락을바꿔서 장애인돼고', '술은 모든일을 망치게하는 주범이다 적당히!!!!', '아무리 만취했어도 손가락이 절단됬는데 그걸 모른다고? 집은 어떻게 찾아갔냐', '레전드네 ㅋㅋㅋ', '이제 다신 그렇게 술마시지마요..', '기가차서 말이 안나온다....도대체 얼마나 퍼마셨으면 손가락이 잘린지도 모르고 40분을 걸었단 말이냐. 그나마 나머지 사지 멀쩡한거에 감사하며 다시는 술 마시지 마세여', '얼마나 술이취했으면 자기손가락이잘려나가도 모를까', '절단 되면 바로 신호 오는거 아님?\n\n술에 취했다지만 \n\n어떻게 40 분 후에야 그 신호를 받음?\n\n희한하네...', '참 한심하고 어이없어서  집에서 술  처드세요', '고통을 느끼지 못할 정도의 ""마취""상태였네.', '속상하네요\n그놈의 술이 \n어유 \n몸조리 잘하시고\n쾌유를 기원합니다 \n경찰관님들\n고생하셨습니다 \n애쓰셨습니다 \n감사드립니다', '적당히 마시지 얼마나 마셨길레 손가락 잘린줄도 모를까? 이해가 안된다.', '술이 얼마나 취하면 손가락 절단된걸모르나요..? 술먹고 자빠졌을때 무릎까진걸로도 겁나아팟엇는데..', '미쳤나벼 감각이 없나...']"
27,"['우리나라에서 진행된 소송건은 어찌 되었는가?\n소리 소문 없이 사라진겨?', '봤냐? 한명이 이리 무서운거다', '맨앞에 나라 입력한하니. 기자야.', '🇻🇳  관심없다~~~~\n🇲🇲  미얀마 국민들 화이팅 하세여~~ 응원합니다!!!', '껌찰총장하나가 대한민국을 쑥대밭으로  만드는구나', '한국에서도 베트남 것들 셋이 격리수칙 어기고 나갔다가 걸려서 발칵 뒤집혔었지.\n진심 국민성 개똥이네.', '일본이 위험한지대여', '일본에서 옮아온거네', '베트콩   안물 안궁', '강남 모녀  구상권 소송 건  궁굼 하군요   ?', '빤스 교주 전광훈 무죄\n새누리 교주 이만희 무죄\n\n베트남이 괜찮은 나라군\n미래가 있어', '항공사 승무원씩이나 되는 자가 자가격리를 왜 하는지 모르는 모양이네.', '이걸우리가  왜 알아야 되는데?  \n기사는 써야 겠고\n어휴.  진상들']"
28,"['인간의 존엄성 과 생명의 귀중함을 모르는 인간이 무슨  서울 시장 하겠다고', '""존재 자체도 몰랐다"" (9일)\n""현장에 안 갔다"" (26일)\n""그게 중요한게 아니다.""(28일)\n""내 마음에 없었다"" (29일)\n""의식에 없었다"" (어제)\n""그게 그렇게 큰죄냐""(오늘)', '그래도 오세훈이 투표하는 인간들은\n시장되면 재개발 재건축 밀어붙이면서 용산과 똑같이 때려죽이겠다는 건데 당해봐야 정신들을 차릴런가', '10년 전 상태에 멈춰있는\n\n오생태\n\n세상 어떻게 변한 줄 모르고', '서울 개 돼지들이 뽑아줄거다\n\n이명박도 뽑고 박그네도 뽑은 개돼지들은\n\n수십억 땅에도 수십억 아파트와 건물에도 하나도 분노하지 않거던', '""용산만?\n내곡동 땅 셀프보상 여당만 주장하면 그럴수도 있겠다! 왜 정치판이라\n\n찾으면 언론뉴스 증거가 넘 많은데! 왜 숨기려는 것일까?\n\n거기다\n2010지방선거-서울시가 국토부에 요청한 공문을…서울시장직인까지 있는 서울시 공문까지 있는데\n\n10년전 법정소송에 언론사 고소고발까지한 자가…기억 탓?을 한다\n\n재판내용 결과 기래기한테 찾어볼수 없다? 왜지?\n\n""오세훈처의 부동산50억 특혜""문건폭로,""서울시개입 안했다는 완전거짓""공문포함\n\n출처-t.ly/0X94\n\n""오세훈 처가땅 그린벨트해제 제안 SH공사가했다""\n\n출처-t.ly/Tigb', '드디어...... 오세훈의 본색이 밝혀졌다..... 지지율 좀 오른다고.....  국민 죽여 놓고....  돌아가신 분들 대놓고 너희 잘못이다 하고 하니...... 인간이 아닌 짐승임이 드러난 것이다. //// 솔찍 민주당의 오만함도 싫지만...... 오세훈은 이명박 + 전두환의 후신이다. 용서가 안된다.', '지금 미얀마사태도 그렇게 바라 볼꺼냐?\n진짜 재들은 안바뀐다니깐...', '서울시민분들 정신차립시다. 저쪽 지지율이 더 높댑니다. 저쪽이 어떤당인지 벌써 다 까먹었습니까?\n주변인들 독려해 사전선거 꼭 데려갑시다.', '저걸 굳이 지 입으로 저렇게 말하면 뭐가 좋은거지? 못된놈이 멍청하기까지 하네.', '머리만 있으면 뭐하냐, 마음이 따뜻해야지,,, 저런게 시장되려고하니,참,,,,,,,,,,,,,,,,,,,,,,,,', '아무리 보기 좋게 포장을 한들...본질은 바뀌지 않는 법.\n스스로 몰락의 길로 가는구나...']"
29,"['산발적 비리자. 감옥이 가까워 보입니다. 가족 전부요.', '박형준 어처구니 없는건 당신이다\n자신 집도 없이 산다는분의 자산이 100억이 넘는다며???\n다른 말로 물타기하지말고\n검증이나 제대로하자', '선택적 기억자~~ㅋㅋ\n엘시티나 사찰은 기억이 안나나\n다른건 기억이 잘나는 특이한 놈 ㅋ', '민주당 헛발질은 잘못한 거지만 그런다고 당신의 비리가 사라지는 게 아니에요... 사찰을 승인한 게 없어지는 것도 아니고 엘시티 의혹이 풀리는 것도 아니고....\n\nMB 나쁜 점만 고대로 배운 오세훈 박형준.... 시장 후보로 나오는 뻔뻔함은 배울만 하네요.', '메인걸리는게 죄다 저것들 변명', '참 부끄럽다. 너같은 놈이 제1야당의 후보라니. 어찌 두 놈 다 그러냐', 'MB도 박형준 한테 한수 접어야 할판\n그동안 MB 아바타라고 놀렸던 것 사과한다.\n부동산 업계의 일대종사라 불려도 손색없는분\n그래도 불법을 한만큼 죄값을 치러야지', '이사람은 시장이된다해도 다시재보궐선거 치를것같다~~', '오세훈이 어떻다고요? 박형준이 어떻다고요?\n쌔빨간 거짓말 입니다. 여러분.\n그들은 그러한 쌂을 살아오지 않았습니다.\n그건 마 ~ 제가 정직하게 보증합니다.\n등록금 마련하느라 허리가 휘었다... 임차평균 24만원이다... 측량장소에 내가 있었다는 게 본질이 아니다...\n나는 서울에 집이 없다... 우리 아이도 집이 없다... 조국은 청년층에게 박탈감을 줬다...\n국짐당의 비리는 당연한 욕망이고 그 수준에 미치지 못하는 민주당의 비리는 위선이라는 이중잣대로 보궐과 대선 국짐당 압승 밀어주씨면 마 언론+검찰+싸법부+사학+국짐 가즈~아.', '앤 mb보다 더 복잡해,,,,,,,', '정권심판에 MB수하??\n형준아 미안한데\n박양은 뭘했지!!?명박이는??\n심판??전두환때부터 있어온 비리가\n이제 터진거뿐이야 LH비리는 그때부터 있다가\n이제 드러난거야\n\n네 양딸은 어떤 소득으로 20대에\n그 집을 샀지!?증빙해', '이런놈 입에서 정의 라는 단어가 나오고\n뻔뻔하다 명바기처럼', '이렇게 문제가 많은 후보를 본적이 없다\n국힘당은 그렇게 인물이 없나?\n참mb스럽네...', '뻔뻔하기가.. 인간인지싶다..', '이건 우연히 기억이 나나봐 ? ㅋㅋㅋㅋ', '지나가던 30대 여성은 뉴스를 안봤나보네.\n부산지역에 특혜 안 누린게 도대체 어디냐\n드러난 것만\n앨시티 두 채 특혜\n조형물 납품 특혜\n해운대 금싸라기땅 특혜\n등기 등록 안한 건물\n자녀 입학 청탁\n특혜 아닌 걸 찾는게 빠를 듯...']"
30,"['중앙일보는 언론을 병들게하는 바이러스다', '어떡하든지 현정권을 까내리고,불안감을 조성할려고 하는 중앙이 싫다.  그럴 시간 있으면  독도검정교과서 승인 통과시킨 일본 까는 기사나 내라  이 망할놈의  요미우리 서울지사 신문아~~', '중앙은 역시나 🐕 죠. ^^', '중앙 기레기야............... 인도가 인국가 몇억이냐??.......... 지금 세계 3위 감염국이다!\n\n그나라에서 생산된 백신이.... 국경을 넘어서 나올수 있다고 생각하니???..... 정말 중앙일보엔 멍청이들만 있나보네??', '망해라 망해라 고사를 지내는 구만. 불쌍하다!!!', '6월초에 백신 쏟아진다\n노바백스 한댤에 천만개 만들고\n결국 스케줄대로 간다', '중국 텐센트 돈 천억 받아 쳐먹고\n설중화 같은  북한남파 간첩이 한국 민주주의 해줬다는\n북조선의 형제 중국표 드라마나 만드는 jtbc의 본산 빨갱이 중앙일보\n\n돈 천억에 넘어가 중국몽의 실현에 앞장서서 \n한국 민주주의 훼손하고 중국 공산당 찬양하는 드라마나 만드는 중앙일보\n\n중앙일보 사주의 아버지는 이승만때 4.19 의거로 부정선거 항의하는\n어린 항생들의 가슴에 총을 쏘라고 발포 명령했던 바로 그 인간\n\n토착왜구 짓으로 돈 벌더니\n이젠 중국 공산당 편들어 동북공정에 협조하는\n짐승만도 못한 매국노들이 모인 중앙일보는 반드시 몰아내자', '80여 년\n왜구잡종\n강점용\n안보, 지역, 이념, 의혹팔이와\n사이비와 토왜 주장과 소원대로라면\n\n1억 번\n경제 폭망했고\n전쟁 낫고\n빨갱이 나라 됐고\n온 국민이 역병 걸려 죽어야 했다\n쓰레기들.....']"
31,"['그럼 만들지를 마', '이 정도로 몸에 해로우면 제조/판매/유통금지 시켜야지...', '먹어란 말인냐 \n먹지 말란 거냐.\n\n특히 아이들이\n좋아하는건데.\n\n그리 심각하다면\n판매하면 안되지\n\n기레기들 기사보다\n식품회사를 믿는다...', '독일 사람들도 오래 살던데말야...뭐냐...', '미국,호주사람은 전멸했겠네????', '작작해라', '식당하는소상공인입니다 반찬으로햄반찬줄줄이햄볶을때는 뜨거운물에 살짝담가놨다가헹궈서봌아요그럼괞찮아요  근데삶아낸물을보면 정말손님들주기싫어요', '미국이랑 독일 사람은 다 죽은겨??', '독일을비롯해 유럽각국은 어째??다죽었게??똥기자야~~!!!!', '국민학교 때 울 엄마는 나 죽으라고 비엔나 소세지 볶아서 케찹 뿌려서 도시락 싸준건가', '가공육을 좀 건강한 재료로 만들면 안되나...']"
32,"['입만 열면 구라네\n진짜 토착왜구네\n\n이러면서 감성팔이에  선전선동이니\n이래서 좌파들이 문제야', '애쓴다', '데일리안 = 국민의힘 ㅋㅋㅋ', '추미애 도움연설하면 오세훈 더 좋아질낀데...', '박영선은 도쿄아파트 이야기만 나오면 이먕박정부때 남편이 탄압받아서 \n일본으로 갔다고 했는데 그때부터 참으로 어이없는 거짓말이라고 느꼈었다', '남탓은 이 정당의 정훈인가\n그냥 무조건 전정권탓', '기르에기 양반..\n전직 대통령도 죽음으로 모는 정권이었는데..이명박때문에 옮겼다고 말하면 저 사람이 잘 살 수 있었을까?\n좀 생각을 하고 기사를 씁시다!!', '자택은 도쿄.. 신랑은 미국인...애들도 미국인... 지지 호소 세력은  조선족....\n\n이 아주머니  뭐지....', '탄압으로 여론몰이를 하는거 보니 급하기는 했나보다.', '박영선이는 선거법 위반으로 고발되어야 하는거 아니야?\n한국에서 일을 못해서 일본으로 간게 아니라\n한국에서 일할수 있는 해외로펌에 들어가려고 동경지사를 선택했고\n임대료 지원되는데도 불구하고 동경에 집사고\n활동은 한국에서 하면서 일본집 유지해서 일본에 세금 잘 냈다는 거잖아\n이게 친일파고 토착왜구지 \n일본을 극도로 싫어하면 비행기 시간 조금 더 걸려고 홍콩을 택했을건데\n굳이 일본 동경을 택한 이유가 뭘까?\n회사에서 주는 임대료로 살면될걸 일본이 싫다면서\n굳이 일본에 집을 사서 일본 정부에 꼬박꼬박 세금을 낸 이유가 뭘까?\n답은 위선자', '기레기... 진짜 문제다... 국민이 사실을 다 아는데... 쉴드 그만쳐라.. \n언론개혁되면 없어질 찌라지다...', '토착왜구를 딴데서 찾지말라.  더불당 박후보와 그의 남편이 바로 악질 토착왜구다', '탄압때문이었으면 정치시작하셨을때라도 일본집 팔지 그러쎴어요', '박영선 남편 이 mb대문에 일본 간다구 해면 \n기레기내놈들 이 제대로 기사 쓰겠냐 ??', '탄압?ㅋㅋㅋ\n요즘세상에  탄압이 가능하고\n탄압받고 가만있을 넘들이냐,,ㅋㅋ', '좌파들의 거짓말', '박영선의 남편인 이원조는 대한민국에서 활동하는 미국 변호사로, 2019년 청문회를 앞두고 43억 원의 재산을 신고했다. 종합소득세 2천400여만원을 인사청문요청안 제출 하루 전인 2019년 3월 12일 납부해 논란이 됐다.\n얍삽한 대한 미국 니뽕인.', '언제는 실거주 목적이라더니......임대했다며?   그리고 구로 주민인척하더니 연희동주민이시고......다음에 서울 시장떨어지면 서대문서 나와라 구로와서 깝죽대지말고....', '데일리안이 진짜 언론답다  우짜든지 사실확인해야지  오세훈 박형준은  확인할필요없구 네거티브로 돌리면되는거구  맞지?']"
33,"['아 정말 잔인하다.왜 세상은 이래야 하는는지', '대한민국도 안전지대가 무너지기 전에 국민들이 생각을 넓혀야 합니다\n\n내 자녀는 아니겠지 내 남편은 아니겠지 내 아내는 아니겠지 하는 생각을 다시 한번 점검해서 다음세대 에게 건강한 나라를 물려 줍시다', '지구 곳곳에서 \n\n인종차별을 비롯 ,\n\n""인간성말살 시대"" 가 \n\n시작되고 있다 \n\nㅠ\nㅠ\nㅠ', '인간의 탈을 쓴 악마들이 넘 많다ㅡ.', '불법 ㅋㅋ 오지 말라고 ㅋ', '아무것도 모르는 저 어린것들을 저렇게 높은곳에서 ㅠㅠ 눈물나네 진짜 돈만생각하는 버러지들은 다 사라졌으면', '인간이 아니구나.', '투표를 잘 해야 이런 일을 막을 수 있습니다.   돈 있고 명예있는 자들보다 정직한 사람들이 필요합니다.', '미국이란 나라 있어 그나마 다행입니다.', '브로커들은 완전 인간 쓰레기들이구만', '전세계인간들은 돈에 눈이 멀어서 살아가고있다\n욕심이 많은 인간', '어휴... 저 어린것들이 무슨 잘못이라고 저렇게 집어던지냐.. ㅠㅠ 줄로 매달아서 내려주기라도 하지...', '이걸보고투표를잘해야한다..정신바짝.나라가무너지는건한순간', '인간은 간사하고 나약하고 이기적인 동물..\n삶은 고통..태어나지 않는게 가장 큰 행복..', '인간이 제일 잔인하다']"
34,"['종업원한테충분한보상해야할듯!', '이게 뭐라고 감동스럽냐 엉엉', '큰 복받을겁니다.', '아 씨 기레기들아, 제목에 나라 이름 좀 쓰라고.\n그게 그렇게 어려워?\n뭐 기레기 니들이게는 세계는 하나 뭐 그런 거냐?\n글쓰기 기본, 육하원칙도 안 배웠냐?\n이 근본 없고 무식한 것들아.', '저도 아기때 사탕먹다 걸려서 숨넘어가는걸 옆집아주머니가 뒤집어서 등두드리니 사탕튀어나오고 살았다더라구요 여튼 저분의 기지로 아이가 살수있었네요ㅠㅠ', '몸이 작은 애들은 저렇게 땅을 보게 하고들어서 등을 두드리면 됩니다', '저 직원분 배운 분.', '오새훈이 광고좀 안보이게 해주라 쫌!!!', '어떤 직업이든 위기상황에 대처할수 있는 메뉴얼과 비상상황을 염두해 두고 훈련과 교육을 충분히 시킬 필요가 있음', '진짜  생명의 은인이네', '저 부모는 얼마나 하늘이 노랗게 보였을까~ 참 다행이네~', '세상에 얼마나 놀라셨을까요. 고기처럼 부드러운건 진짜 안나오더라구요.  울 둘때도 족발 먹다 목에 걸렸는데 하임리히를 아무리해도 안나와서 정말 죽는 줄 알았어요.  한참후에 나오긴했지만 생각보다 진짜 오랜시간 안나오더라구요.  그래도 나왔으니 얼마나 다행인가요.', '심폐소생술이나 이런 응급처치법은\n학교에서부터 가르쳐야한다고 봄\n아이가 무사해서 다행입니다~', '하인리히법을  배워야  합니다  ㅠㅠ', '식당직원한테는 고맙다는 말도 안하냐?', '아가 천천히  꼭꼭 씹어 먹어라  큰일날뻔 했잖니']"
35,"['경찰이 압수한걸ㅋㅋㅋㅋ언론은 검찰이 수사해서압수한건지 알겠네', '검찰자산운용... 검찰투자자문회사 차려라 ㅋㅋ 검찰펀드 .. 수익률 최고네', '음란영상이면 피해자가 있을텐데 피해자에게 줘야하는거 아냐?', '‼️몹쓸인간 ~~ 빽바지생태오세후니 ~!!', '골고루 웃기고있네ㅋㅋㅋ', '검찰이\n봐주기 수사로 국고.손실 입힌것이 헐신 많다\n법조 기레기들 빨아주다고 이빨 남아 있나', '이런 기사가 바로 메인에 뜨는 알고리즘 원리가\n대체 뭘까????', '분할매도로 수익율까지 챙겼으면 국민연금보다 훨씬 잘 운용한듯.....\n차라리 그분이 국민연금 운용하면 안될까????', '네이버  다음  망할것 같아요 ㅠ', '베리 나이스.']"
36,"['소주는 건들지말자', '세금이 올랐으니\n다 오르겄지~~~~~', '대기업만 먹고사는 세상~~', '본인들이 더 많이 올리면서ㅋㅋ', '응원합니다 지금 같은 시국에 가격을 인상하는 물품은 전품목 자영 업자들이 뭉쳐서 구매 판매 를 중지 해야합니다. 우리 민족은 어려울때 더 똘똘 뭉치는 민족이지 어려울때 득을 취하던 민족이 아닙니다.\n자영업자들이여 똘똘 뭉칩시다.', '100원올리면 술집에서는 1000원 올리는데,,,,', '말도안되는 여론조사에 속은 대기업ㅋㅋ', '카스보다는 테라가....맛과 상쾌함이 좋아...', '카스공장 헐고 아파트짓자']"
37,"['애기들한테도 벌써부터\n좌익 물들이하는겨\n대단한  더블어 만져 터진당이구먼\n몹쓸 인간들~', '명백한 선거법위반이다. 위반을 밥먹듯이 하는 민주당. 이건은 강력한 선거법위반 처벌을 하여야한다', '민주당이것들은 선거법위반 \n밥먹드시해대는구나', '일본 아줌마는 도쿄 시장 선거 나가지 왜 서울 시장으로 나오지?', '미성년자가 선거운동을 하다니...\n법대로 처리해야 마땅하다.', '댁들이 하는건 실수이고 남들이 하는건 적폐이지요.', '어찌고2학년을선거유세??', '선거법 위반으로 끝아닌가?ㅋㅋ', '영선이가 최악이다', '서툴다 서툴어~~', '각보대로 했는가보다.고등학생까지 끌어들이고..자알들 한다..', '참으로  기가 막히네요.  아무리 시궁창같은 정치바닥이지만 아직 가치관이 정립되지않은 고등학생을 이용해 선동정치를 하다니..... 당신네들은 거짓 선전, 선동이 주특기지만 이건 아니지 싶네요... 역시 많은 국민들이 왜 그대들을 버렸는지 알겠네요.', '집권당이 법을 우습게 여기는것은 어제 오늘  일이 아니지만 이런당이 재집권을 외친다니 국민들을 언제까지 우롱 할건가 기가차다', '발악을 하는구나...\n정말 추하다!!', '이것들은 툭하면 불법이야\n더듬당에서 위법당으로 바꿔라\n아무리급해도 그렇치 미성년자를. . \n니네는 완전 끝이야\n대한민국에서추방', '왜 메인인데 댓글이 없누~ 민주당 댓글팀들 회의하나?', '정말 했구나. 나는 문빠입니다 라고 입이 닳도록 떠들어 대다가,이제는 유니폼에서 문빠도 빼고 민주당이라는 당명도 빼고, 미성년자를 선거에 동원하고 갈수록 악수만 두는 너희들의 정체성은 무엇이라니?', '재난지원금, 지하철 요금 할인 가지고도 안되니 미성년자 그것도 고교 2학년을 꼬드겨 선거 연설원으로 ....발악을 하는구나 ? 성폭력당 민주당 ! 이번 선거는 왜 하는 거냐?']"
38,"['신상공개해라제발좀 ...걍말하는것도질린다', '손목아지 발목아지 다잘라버리고싶다 ㅠ 자식잃은 부모심정은 얼마나 화나고 슬프고 억울할까 ..,진짜 이런건법이제발강화되서 사형에처해주세요 어린아기들은 죄가없어요 ..에휴  아기들이계속 죽으니 자식가진부모로써 참 가슴이아파요....', '저 인간 가슴에 코끼리 다리를 올려줘라~~~!!', '아이들은 죽어나가는데 판사들은 처벌이 가볍고\n저들은 또 범죄를지르겟지\n얼마나더 희생해야되는가', '저런인간은옛날형벌처럼능지처참이답이다!!어찌어린애기를~~나쁜사람', '아기들은 정말 멀쩡해보여도 정말 조심해야해요.순두부처럼 약하고 여리여리한 몸이라서 ... 행동하나하나에 신경써줘야해요. 교사 자격증 박탈해라!', '전국민이 저원장눕혀놓고 한번씩 밟을수있는 기회를 줘라', '미쳤다 진짜\n왜들 그러는 거야 대체\n어린이집에서 죽은 애가 벌써 몇이야\n엄벌에 처해주세요', '아가들 가지고 저런사람들 뇌를 한번 파보고싶다\n무슨생각을 가지고있는지', '남의 귀한집 자식을 ㅠ', '이런인간이원장이야얼굴공개하고\n어린이집문닫아라', '대한민국 판사가  얘들죽이는거다\n니들이 엄하게 처벌만해도 저런일은 생기지않는다\n강력한엄벌해밧자 사람죽여도 꼴랑 5년처벌하는\n거지같은 판사들아\n니들이 죽이는거야', '어이구가슴무너진다\n여린아이재우려고\n발로눌렀구나\n진상조사철저히하여\n엄하게다스리세요', '저런것도 인간이라고ㆍㆍㆍ\n갈기갈기 ㅉ ㅈ 버리고 싶다']"
39,"['백신 가지고 정치화하지 맙시다. 저분들 누구보다 고생하시는거 다 아시잖아요.', '지긋지긋하게 물고 늘어지네', '제발...다음아..샤벽부처 조즁동 보게하지 마라!!!\n네이버보다 더 하네...\n네아버로 이사가야겠규먼...', '이분 건들지마라!!¡!!!!!', '대통령, 질병본부장이 먼저 맞았으면  새치기했다는 멍멍소리했을 기레기?가 무슨 소리고??? 지금 확산세가 정부가 잘못해서 그런기가????? 직장내 감염 그럴수있다고 치자. 유흥주점 에서 감염된 건 우째 설명할래?? 까는건 좋다만  무조건 까지는 마라. 퉷', '국짐들아!\n넘지 말아야 할 선이 있다..\n시작부터 끝까지 네가티브로 망하길 바라는 니들이 네가티브 어쩌고 할 일이냐? ㅉㅉ', '조중동은 역시 쓰레기 언론 인증', '이런 쓰레기신문. 중아밀보 다니는 것들은 백신 놔주지마라. 다  코로나걸려 뒤져야 한다~', '이게 신문 인가?', '고사를 지내라 고사를\n나라 망하라고 난리를 치네\n나라 망하면 너네는 괞찮냐?', '왜 이렇게 방역에 태클을 걸지?\n도대체 적폐세력은 인간인가, 버러지인가?', '내가 그 이유를 말해 줄게.\n국짐당과 조중동은 계속 Az맞으면 죽을 수 있다는 식으로 허위사실을 퍼뜨렸고, 극우  태극기부대 유튜버들은 유튜브방송으로 1만명 가까이 태극노인들 모아놓고 Az백신 맞지 말아야 한다고 의기투합하고 있었지.\n\n국짐당을 지지하는 태극기부대 대부분은 대구 경북이야. 우리가 선거에서 국짐당 찍는건 전광훈 찍는거나 다름없는거지.\n\n난 차라리 더 잘됐다고 생각해. 어차피 경상도만 선택적으로 화이자 놔주진 않아.  그렇게 접종거부 그냥하시고 국짐장 시장 만나 광화문집회들 열심히 하길 바래. \n\n정부는 Az만 놔라!', '국짐당과 조중동의 불안감 조성이\n보수 태극기 꼰대들의 감성을\n자극해서 바보로 만들어 놨지..', '세계최악의  언론사 대한민국  ...', '찌라시 애쓴다\n문통이  왜 먼저 맞냐고 무슨 특혜라도 누리는양  어거지를 쓰더니 이제는 늦게 맞았다고 난리.\n억지를 부려도 분수가 있어라', '접종율 역주행..... 별 희한한 단어와 분석이 다 있네. 79 —⟩ 76 역주행... 그럼 65프로 쯤으로 떨어지면 방역실패? 반대로 다음 주에 80프로 나오면 정주행으로 대성공이라고 할 건가?  바보인 듯']"
40,"['이제는 넌덜머리가 난다.\n대한민국의 악의 축 조중동 당장 폐간시켜라.', '아직 시작도 안되었는데 불안조성하는  중앙 어떻게 국민에게 희망을 주고 대안을 미리생각하는  언론은 힘든거냐?  언론이 비판은 하겟지만 우파정권일때는 명박 근혜의 폐단은 해외에서 시민단체에서 먼저제시해도 대변하고 호도해서 좋아졌는냐... 좋은 언론은 못대도 나쁜언론은 국민에겐 적보다 더 무서운 폐단을 이룬다...', '제목봐라 역시 종양일보 \n너희들의 농간은 언제 끝이날까?\n백신을 우리나라에서 생산한다는 기사는 어디갔나?', '엊그제만 해도 백신 후유증으로 시민들 불안하게 만들더만 이제  백신 못온다니까 또 수급못한다고 \n기사냐? 정말 지긋지긋한 적폐 기레기들. 끔찍하다.', '백신접종률 가장 높은 이스라엘 오늘 확진자 500명 나왔던데\n인구 800만이다. \n우리 천만도시 서울에서 150명 나왔다고 난리나는 나라다. \n백신 안오는게 무슨 최악이라는거냐\n오히려 백신 맞고 까불고 다니다가 확진자 더 늘어날까 그걸 걱정해야 할정도로 \n우리는 백신없이 잘 관리되고 있는 나라다', '백신 가지고 또 시작이냐 기레기야~\nAZ백신생산 국내에서 생산하는걸 모르고 똥볼 차는거냐 ㅋㅋ\n기레기야~능력없으면 딴일 알아봐 ㅋㅋ\n언론 국민들한테 극협 만들쥐 말고 ㅋㅋ']"
41,"['언론 개혁이 심각하네.', ""'다음' 은  정치검사 윤장군을 우상화하는 작업에 협조해선  않된다ㆍ 지속적으로 조중동  등 찌라시 언론들의  김정은 우상화하듯이 윤장군을 우상화하는 기사를 지속적으로 포스팅해선 않된다ㆍ다음은 역사를 왜곡하는 작업을 중단하라ㆍ"", '일단 사망사고는 안타깝지만 우리가   그분이 윤석렬씨 친구인걸 알아야하나? \n기자님 자극적인 기사로 주목받고 싶은건 알겠지만  윤석렬씨가 뭐 그리 대단하다고 그분 친구 사망기사  관심 없습니다.', '기자야 기자야 윤  친구도 기사  거리냐?\n아무리 띄워주고 싶어도 넘 과한 아부다\n자존심도 없는  쓰레기들은 되지 맙시다', '윤짜장 노출할라고 윤짜장 친구 죽은것도 기사화거리냐?\n이걸 왜 국민이 알아야하는데~~\n기레기놈아~~', '다음이 이상해 졌어요', '윤석렬친구는 죽으면 다 윤석렬친구로 기사쓸거냐?\n참 기레기들 어지간이해라..똥구녕헐겠다', '이게  기사인가?\n윤석열이  죽은것도  아닌데\n그냥  김 모씨  사망이지\n윤석열  이름을  그렇게  기사에  올리고 싶으면  윤석렬장모    윤석렬 아내     이런거  기사에  써라요', '와 진짜 할짓없네\n윤석열 친구를 알아야되나', '장모가 죽은거도아니고\n개똥이나 김아모개가 죽은게 기사거리냐?', '웃음 뿐이다.\n윤석열 친구는 특별한 사람이냐?\n멀리가도 너무 멀리간다.', '오세훈 내곡동 거짓말이나 기사좀 써봐요.\n윤석열 친구가 죽은걸 우리가 왜 알아야하지?\n이런것들이 기자인가? 이런게 기사인가?\n와~  진심으로 역겹다!']"
42,"['난리났네 난리났어...\n\n반도체 없다고 난리인데 더 심각해졌네...\n\n삼전 주가 팍팍 오르겠구나', '삼성전자 가즈아', '이거 왠지 일본 세작들이  배아파서 한것같은데 울나라 반도체 회사들 경비 강화해야겠내', '삼성전자 반사 이익이네 ㅋ', '무슨 반도체 회사가 저리 허접하냐.', '호재인가요?', '삼전가즈아~9층 구해주세요ㅋㅋ', '화재사진 좀 올리면서 글써라.', '가지가지한다 정말\n물 잘 나오고 정전없고 불 잘 안나는 나라 대한민국', '만우절인가..', '그 방화가 혹시 본토중국 프락치에 의한 것이 아닌지 살펴볼일이다.', '이쯤 되면 누가 일부러 불내는거 같다..\nㅎ 말도안되는 우연이 계속 겹치네']"
43,"['전기차타고  대견사까지 올라가면   등산안해도  꽃구경  할수있습니다', '와우', '자연보존이 잘 되있어 감사합니다', '아~~~가보고 싶다!', '좀 언론들 자제합시다', '엄청난 진달래꽃이 만발했네요. 장관입니다 너무 아름다워요.', '사람들  또   엄청몰려  가겠구만', '진달래 꽃도 아름답지만 고지도와 역사 등 글이 아주 잘 썻다는 느낌....', '절터가 아담하면서 멋스럽네요. 코로나 끝나면 한번 가보고싶군요.', '참 멋진 곳이네요. 가보고 싶네유~~', '꽃은  향기와  풍경이 있는\n또 하나의 마음속을\n울리는 감동 꽃은\n언제나 봐도 참 아름답습니다^^\n진달래꽃은 멋있는거 \n같습니다.^^', '기자분 마삼 무학산이 아니고예\n창원 천주산 입니다', '1,000m 고지 참꽃이라 제일 이쁘겠네요']"
